source,target,Type,Weight
Chryssa,Charlotte Perriand,Undirected,1
Gego (Gertrud Goldschmidt),Charlotte Perriand,Undirected,1
Suzanne Hausammann,Charlotte Perriand,Undirected,1
Sheila Hicks,Charlotte Perriand,Undirected,1
Hortense B. Isenberg,Charlotte Perriand,Undirected,1
Monika Von Boch,Charlotte Perriand,Undirected,1
"Heidi Weber, Zurich",Charlotte Perriand,Undirected,1
Jeanne Mammen,Charlotte Perriand,Undirected,1
Vera Ermolaeva,Charlotte Perriand,Undirected,1
Helen Torr,Charlotte Perriand,Undirected,1
Erika Giovanna Klien,Charlotte Perriand,Undirected,1
Anna Glenny,Mabel Alvarez,Undirected,1
Louisa W. Robins,Mabel Alvarez,Undirected,1
Anna Glenny,Louisa W. Robins,Undirected,1
Mabel Alvarez,Louisa W. Robins,Undirected,1
Marie Laurencin,Natalia Goncharova,Undirected,3
Georgia O'Keeffe,Natalia Goncharova,Undirected,3
Mary Cassatt,Natalia Goncharova,Undirected,1
Valentina Khodasevich,Natalia Goncharova,Undirected,1
Jo Mielziner,Natalia Goncharova,Undirected,1
Florine Stettheimer,Natalia Goncharova,Undirected,2
Alexandra Exter,Natalia Goncharova,Undirected,6
Lyubov Popova,Natalia Goncharova,Undirected,5
Varvara Stepanova,Natalia Goncharova,Undirected,4
Hannah Hoch,Natalia Goncharova,Undirected,2
Sophie Taeuber-Arp,Natalia Goncharova,Undirected,3
Sophie Lissitsky,Natalia Goncharova,Undirected,1
Suzanne Valadon,Natalia Goncharova,Undirected,3
Irene Aronson,Natalia Goncharova,Undirected,1
Anne Ryan,Natalia Goncharova,Undirected,1
Fannie Hillsmith,Natalia Goncharova,Undirected,1
Camille Bryen,Natalia Goncharova,Undirected,1
Gertrude Greene,Natalia Goncharova,Undirected,1
Sonia Delaunay-Terk,Natalia Goncharova,Undirected,6
Charmion von Wiegand,Natalia Goncharova,Undirected,1
Lee Bontecou,Natalia Goncharova,Undirected,1
Agnes Martin,Natalia Goncharova,Undirected,3
Bridget Riley,Natalia Goncharova,Undirected,1
Lee Krasner,Natalia Goncharova,Undirected,1
Eva Hesse,Natalia Goncharova,Undirected,1
Dorothea Rockburne,Natalia Goncharova,Undirected,2
Blythe Bohnen,Natalia Goncharova,Undirected,1
Alice Aycock,Natalia Goncharova,Undirected,1
Yvonne Jacquette,Natalia Goncharova,Undirected,1
Edda Renouf,Natalia Goncharova,Undirected,1
Sylvia Plimack Mangold,Natalia Goncharova,Undirected,1
Sonia Gechtoff,Natalia Goncharova,Undirected,1
Jeanne Mammen,Natalia Goncharova,Undirected,1
Mary Petty,Natalia Goncharova,Undirected,1
Susan Rothenberg,Natalia Goncharova,Undirected,1
Vera Ermolaeva,Natalia Goncharova,Undirected,2
Olga Rozanova,Natalia Goncharova,Undirected,2
Lois Lane,Natalia Goncharova,Undirected,1
Elizabeth Butterworth,Natalia Goncharova,Undirected,1
Frances Barth,Natalia Goncharova,Undirected,1
Joyce Weinstein,Natalia Goncharova,Undirected,1
Mary Martin,Natalia Goncharova,Undirected,1
Marlow Moss,Natalia Goncharova,Undirected,1
Nadezhda Udal'tsova,Natalia Goncharova,Undirected,1
Marie-Laure de Noailles,Natalia Goncharova,Undirected,1
Natalia Goncharova,Valentina Khodasevich,Undirected,1
Jo Mielziner,Valentina Khodasevich,Undirected,1
Natalia Goncharova,Jo Mielziner,Undirected,1
Valentina Khodasevich,Jo Mielziner,Undirected,1
Marie Laurencin,Kathe Kollwitz,Undirected,3
Peggy Bacon,Kathe Kollwitz,Undirected,6
Concetta Scaravaglione,Kathe Kollwitz,Undirected,2
Georgia O'Keeffe,Kathe Kollwitz,Undirected,4
Paula Modersohn-Becker,Kathe Kollwitz,Undirected,1
Renee Sintenis,Kathe Kollwitz,Undirected,2
Berenice Abbott,Kathe Kollwitz,Undirected,2
Mary Cassatt,Kathe Kollwitz,Undirected,5
Gertrude Vanderbilt Whitney,Kathe Kollwitz,Undirected,1
Charlotte Perriand,Kathe Kollwitz,Undirected,1
Florine Stettheimer,Kathe Kollwitz,Undirected,4
Marguerite Zorach,Kathe Kollwitz,Undirected,1
Alexandra Exter,Kathe Kollwitz,Undirected,1
Eugenie Gershoy,Kathe Kollwitz,Undirected,1
Loren MacIver,Kathe Kollwitz,Undirected,2
Hannah Hoch,Kathe Kollwitz,Undirected,1
Barbara Hepworth,Kathe Kollwitz,Undirected,1
Margaret Bourke-White,Kathe Kollwitz,Undirected,2
Imogen Cunningham,Kathe Kollwitz,Undirected,1
Wanda Gag,Kathe Kollwitz,Undirected,2
Minna R. Harkavy,Kathe Kollwitz,Undirected,4
Dorothea Lange,Kathe Kollwitz,Undirected,1
Anni Albers,Kathe Kollwitz,Undirected,1
Marianne Brandt,Kathe Kollwitz,Undirected,1
Lily Cushing,Kathe Kollwitz,Undirected,1
Frida Kahlo,Kathe Kollwitz,Undirected,1
Irene Rice Pereira,Kathe Kollwitz,Undirected,2
Eloise Howard,Kathe Kollwitz,Undirected,1
Maria Martins,Kathe Kollwitz,Undirected,1
Alice Boughton,Kathe Kollwitz,Undirected,1
Leonora Carrington,Kathe Kollwitz,Undirected,1
Lotte Jacobi,Kathe Kollwitz,Undirected,1
Chana Orloff,Kathe Kollwitz,Undirected,1
Elsa Schmid,Kathe Kollwitz,Undirected,1
Suzanne Valadon,Kathe Kollwitz,Undirected,2
Sue Fuller,Kathe Kollwitz,Undirected,1
Anne Ryan,Kathe Kollwitz,Undirected,1
Mary Callery,Kathe Kollwitz,Undirected,2
Louise Bourgeois,Kathe Kollwitz,Undirected,1
Tina Modotti,Kathe Kollwitz,Undirected,2
Minna Citron,Kathe Kollwitz,Undirected,1
Felice Casorati,Kathe Kollwitz,Undirected,1
Worden Day,Kathe Kollwitz,Undirected,1
Diane Arbus,Kathe Kollwitz,Undirected,1
Lina Bo Bardi,Kathe Kollwitz,Undirected,1
Dorothy Dehner,Kathe Kollwitz,Undirected,1
Germaine Richier,Kathe Kollwitz,Undirected,1
Carol Summers,Kathe Kollwitz,Undirected,1
Alice Trumbull Mason,Kathe Kollwitz,Undirected,1
Sonia Delaunay-Terk,Kathe Kollwitz,Undirected,1
Helen Frankenthaler,Kathe Kollwitz,Undirected,2
Marisol (Marisol Escobar),Kathe Kollwitz,Undirected,1
Vija Celmins,Kathe Kollwitz,Undirected,1
Jennifer Bartlett,Kathe Kollwitz,Undirected,1
Jeanne Mammen,Kathe Kollwitz,Undirected,1
Susan Rothenberg,Kathe Kollwitz,Undirected,2
Vera Ermolaeva,Kathe Kollwitz,Undirected,2
Helen Torr,Kathe Kollwitz,Undirected,1
Erika Giovanna Klien,Kathe Kollwitz,Undirected,1
Louisa Chase,Kathe Kollwitz,Undirected,1
Martha Diamond,Kathe Kollwitz,Undirected,1
Lill Tschudi,Kathe Kollwitz,Undirected,1
Maria Bonomi,Kathe Kollwitz,Undirected,1
Nancy Spero,Kathe Kollwitz,Undirected,1
Lily Furodi,Julia Eckel,Undirected,1
Victoria Hutson,Julia Eckel,Undirected,1
Georgina Klitgaard,Julia Eckel,Undirected,1
Olivia Shephard,Julia Eckel,Undirected,1
Julia Eckel,Lily Furodi,Undirected,1
Victoria Hutson,Lily Furodi,Undirected,1
Georgina Klitgaard,Lily Furodi,Undirected,1
Olivia Shephard,Lily Furodi,Undirected,1
Julia Eckel,Victoria Hutson,Undirected,1
Lily Furodi,Victoria Hutson,Undirected,1
Georgina Klitgaard,Victoria Hutson,Undirected,1
Olivia Shephard,Victoria Hutson,Undirected,1
Concetta Scaravaglione,Georgina Klitgaard,Undirected,1
Berenice Abbott,Georgina Klitgaard,Undirected,1
Julia Eckel,Georgina Klitgaard,Undirected,1
Lily Furodi,Georgina Klitgaard,Undirected,1
Victoria Hutson,Georgina Klitgaard,Undirected,1
Olivia Shephard,Georgina Klitgaard,Undirected,1
Frances Avery,Georgina Klitgaard,Undirected,1
Vera Baker,Georgina Klitgaard,Undirected,1
Lucienne Bloch,Georgina Klitgaard,Undirected,1
Mabel Dwight,Georgina Klitgaard,Undirected,1
Eugenie Gershoy,Georgina Klitgaard,Undirected,1
Joan Knobe,Georgina Klitgaard,Undirected,1
Loren MacIver,Georgina Klitgaard,Undirected,1
Rhoda Rich,Georgina Klitgaard,Undirected,1
Helen Rimland,Georgina Klitgaard,Undirected,1
Lena Safer,Georgina Klitgaard,Undirected,1
Julia Eckel,Olivia Shephard,Undirected,1
Lily Furodi,Olivia Shephard,Undirected,1
Victoria Hutson,Olivia Shephard,Undirected,1
Georgina Klitgaard,Olivia Shephard,Undirected,1
Georgia O'Keeffe,Katherine S. Dreier,Undirected,4
Florine Stettheimer,Katherine S. Dreier,Undirected,1
Loren MacIver,Katherine S. Dreier,Undirected,2
Germaine Dulac,Katherine S. Dreier,Undirected,1
Bernard Gaillot,Katherine S. Dreier,Undirected,1
Elizabeth King Hawley,Katherine S. Dreier,Undirected,1
Hannah Hoch,Katherine S. Dreier,Undirected,1
Helen Lundeberg,Katherine S. Dreier,Undirected,1
Dora Maar (Henriette Theodora Markovitch),Katherine S. Dreier,Undirected,1
Meret Oppenheim,Katherine S. Dreier,Undirected,1
Sophie Taeuber-Arp,Katherine S. Dreier,Undirected,1
Barbara Hepworth,Katherine S. Dreier,Undirected,1
Sylvia Wald,Katherine S. Dreier,Undirected,1
Frida Kahlo,Katherine S. Dreier,Undirected,1
Irene Rice Pereira,Katherine S. Dreier,Undirected,2
Elsa Schmid,Katherine S. Dreier,Undirected,1
Amelia Pelaez del Casal,Katherine S. Dreier,Undirected,1
Sue Fuller,Katherine S. Dreier,Undirected,1
Anne Ryan,Katherine S. Dreier,Undirected,2
Honore Sharrer,Katherine S. Dreier,Undirected,1
Fannie Hillsmith,Katherine S. Dreier,Undirected,1
Minna Citron,Katherine S. Dreier,Undirected,1
Worden Day,Katherine S. Dreier,Undirected,1
Gertrude Greene,Katherine S. Dreier,Undirected,1
Jeanne Reynal,Katherine S. Dreier,Undirected,2
Carol Summers,Katherine S. Dreier,Undirected,1
Leona Pierce,Katherine S. Dreier,Undirected,1
Barbara E. Fumagalli,Katherine S. Dreier,Undirected,1
Norma G. Morgan,Katherine S. Dreier,Undirected,1
Dorothea Tanning,Katherine S. Dreier,Undirected,1
June Wayne,Katherine S. Dreier,Undirected,1
Grace Hartigan,Katherine S. Dreier,Undirected,1
Maria Helena Vieira da Silva,Katherine S. Dreier,Undirected,1
Clara McDonald Williamson,Katherine S. Dreier,Undirected,1
Marie Laurencin,Florine Stettheimer,Undirected,3
Peggy Bacon,Florine Stettheimer,Undirected,2
Concetta Scaravaglione,Florine Stettheimer,Undirected,3
Georgia O'Keeffe,Florine Stettheimer,Undirected,5
Anna Glenny,Florine Stettheimer,Undirected,1
Renee Sintenis,Florine Stettheimer,Undirected,1
Berenice Abbott,Florine Stettheimer,Undirected,2
Mary Cassatt,Florine Stettheimer,Undirected,2
Gertrude Vanderbilt Whitney,Florine Stettheimer,Undirected,1
Charlotte Perriand,Florine Stettheimer,Undirected,1
Natalia Goncharova,Florine Stettheimer,Undirected,2
Kathe Kollwitz,Florine Stettheimer,Undirected,4
Katherine S. Dreier,Florine Stettheimer,Undirected,1
Marguerite Zorach,Florine Stettheimer,Undirected,1
Alexandra Exter,Florine Stettheimer,Undirected,1
Varvara Stepanova,Florine Stettheimer,Undirected,1
Eugenie Gershoy,Florine Stettheimer,Undirected,1
Loren MacIver,Florine Stettheimer,Undirected,2
Hannah Hoch,Florine Stettheimer,Undirected,1
Margaret Bourke-White,Florine Stettheimer,Undirected,1
Imogen Cunningham,Florine Stettheimer,Undirected,1
Wanda Gag,Florine Stettheimer,Undirected,1
Minna R. Harkavy,Florine Stettheimer,Undirected,4
Anni Albers,Florine Stettheimer,Undirected,1
Marianne Brandt,Florine Stettheimer,Undirected,1
Lily Cushing,Florine Stettheimer,Undirected,1
Frida Kahlo,Florine Stettheimer,Undirected,2
Irene Rice Pereira,Florine Stettheimer,Undirected,1
Maria Martins,Florine Stettheimer,Undirected,1
Alice Boughton,Florine Stettheimer,Undirected,1
Leonora Carrington,Florine Stettheimer,Undirected,1
Lotte Jacobi,Florine Stettheimer,Undirected,1
Chana Orloff,Florine Stettheimer,Undirected,1
Elsa Schmid,Florine Stettheimer,Undirected,2
Tina Modotti,Florine Stettheimer,Undirected,1
Hedda Sterne,Florine Stettheimer,Undirected,1
Sonia Delaunay-Terk,Florine Stettheimer,Undirected,3
Gwen John,Florine Stettheimer,Undirected,1
Helen Frankenthaler,Florine Stettheimer,Undirected,1
Elizabeth McFadden,Florine Stettheimer,Undirected,1
Kay Sage,Florine Stettheimer,Undirected,1
Charmion von Wiegand,Florine Stettheimer,Undirected,1
Laura Ziegler,Florine Stettheimer,Undirected,1
Marisol (Marisol Escobar),Florine Stettheimer,Undirected,1
Agnes Martin,Florine Stettheimer,Undirected,1
Jeanne Mammen,Florine Stettheimer,Undirected,1
Vera Ermolaeva,Florine Stettheimer,Undirected,1
Helen Torr,Florine Stettheimer,Undirected,1
Erika Giovanna Klien,Florine Stettheimer,Undirected,1
Marie Laurencin,Marguerite Zorach,Undirected,2
Peggy Bacon,Marguerite Zorach,Undirected,3
Concetta Scaravaglione,Marguerite Zorach,Undirected,2
Georgia O'Keeffe,Marguerite Zorach,Undirected,2
Anna Glenny,Marguerite Zorach,Undirected,2
Berenice Abbott,Marguerite Zorach,Undirected,2
Mary Cassatt,Marguerite Zorach,Undirected,1
Gertrude Vanderbilt Whitney,Marguerite Zorach,Undirected,2
Anne Goldthwaite,Marguerite Zorach,Undirected,1
Kathe Kollwitz,Marguerite Zorach,Undirected,1
Florine Stettheimer,Marguerite Zorach,Undirected,1
Mabel Dwight,Marguerite Zorach,Undirected,1
Eugenie Gershoy,Marguerite Zorach,Undirected,1
Loren MacIver,Marguerite Zorach,Undirected,3
Meret Oppenheim,Marguerite Zorach,Undirected,1
Ruth Reeves,Marguerite Zorach,Undirected,1
Margaret Bourke-White,Marguerite Zorach,Undirected,1
Imogen Cunningham,Marguerite Zorach,Undirected,1
Laureen Ford,Marguerite Zorach,Undirected,1
Ada V. Gabriel,Marguerite Zorach,Undirected,1
Wanda Gag,Marguerite Zorach,Undirected,1
Minna R. Harkavy,Marguerite Zorach,Undirected,2
Dorothea Lange,Marguerite Zorach,Undirected,1
Mrs. Pare Lorentz,Marguerite Zorach,Undirected,1
Doris Rosenthal,Marguerite Zorach,Undirected,1
Dahlov Zorach Ipcar,Marguerite Zorach,Undirected,1
Lily Cushing,Marguerite Zorach,Undirected,1
Frida Kahlo,Marguerite Zorach,Undirected,1
Irene Rice Pereira,Marguerite Zorach,Undirected,1
Alice Boughton,Marguerite Zorach,Undirected,1
Leonora Carrington,Marguerite Zorach,Undirected,1
Lotte Jacobi,Marguerite Zorach,Undirected,1
Chana Orloff,Marguerite Zorach,Undirected,1
Elsa Schmid,Marguerite Zorach,Undirected,1
Amelia Pelaez del Casal,Marguerite Zorach,Undirected,1
Dorothy Hood,Marguerite Zorach,Undirected,1
Jane Poupelet,Marguerite Zorach,Undirected,1
Louise Nevelson,Marguerite Zorach,Undirected,1
Nancy Graves,Marguerite Zorach,Undirected,1
Pat Steir,Marguerite Zorach,Undirected,1
Ida Applebroog,Marguerite Zorach,Undirected,1
Marie Laurencin,Alexandra Exter,Undirected,1
Peggy Bacon,Alexandra Exter,Undirected,1
Georgia O'Keeffe,Alexandra Exter,Undirected,3
Berenice Abbott,Alexandra Exter,Undirected,1
Charlotte Perriand,Alexandra Exter,Undirected,1
Natalia Goncharova,Alexandra Exter,Undirected,6
Kathe Kollwitz,Alexandra Exter,Undirected,1
Florine Stettheimer,Alexandra Exter,Undirected,1
Lyubov Popova,Alexandra Exter,Undirected,6
Varvara Stepanova,Alexandra Exter,Undirected,3
Hannah Hoch,Alexandra Exter,Undirected,3
Sophie Taeuber-Arp,Alexandra Exter,Undirected,3
Margaret Bourke-White,Alexandra Exter,Undirected,1
Imogen Cunningham,Alexandra Exter,Undirected,1
Anni Albers,Alexandra Exter,Undirected,1
Marianne Brandt,Alexandra Exter,Undirected,1
Suzanne Valadon,Alexandra Exter,Undirected,1
Irene Aronson,Alexandra Exter,Undirected,1
Tina Modotti,Alexandra Exter,Undirected,1
Gertrude Greene,Alexandra Exter,Undirected,1
Sonia Delaunay-Terk,Alexandra Exter,Undirected,4
Helen Frankenthaler,Alexandra Exter,Undirected,2
Charmion von Wiegand,Alexandra Exter,Undirected,1
Agnes Martin,Alexandra Exter,Undirected,1
Bridget Riley,Alexandra Exter,Undirected,1
Lee Krasner,Alexandra Exter,Undirected,1
Dorothea Rockburne,Alexandra Exter,Undirected,2
Blythe Bohnen,Alexandra Exter,Undirected,1
Edda Renouf,Alexandra Exter,Undirected,1
Sonia Gechtoff,Alexandra Exter,Undirected,1
Jeanne Mammen,Alexandra Exter,Undirected,3
Mary Petty,Alexandra Exter,Undirected,1
Susan Rothenberg,Alexandra Exter,Undirected,1
Vera Ermolaeva,Alexandra Exter,Undirected,3
Olga Rozanova,Alexandra Exter,Undirected,3
Helen Torr,Alexandra Exter,Undirected,1
Erika Giovanna Klien,Alexandra Exter,Undirected,2
Mary Martin,Alexandra Exter,Undirected,1
Marlow Moss,Alexandra Exter,Undirected,1
Nadezhda Udal'tsova,Alexandra Exter,Undirected,1
Charlotte Perriand,Lyubov Popova,Undirected,1
Natalia Goncharova,Lyubov Popova,Undirected,5
Alexandra Exter,Lyubov Popova,Undirected,6
Varvara Stepanova,Lyubov Popova,Undirected,3
Hannah Hoch,Lyubov Popova,Undirected,3
Sophie Taeuber-Arp,Lyubov Popova,Undirected,4
Barbara Hepworth,Lyubov Popova,Undirected,1
Maria Martins,Lyubov Popova,Undirected,1
Suzanne Valadon,Lyubov Popova,Undirected,1
Gertrude Greene,Lyubov Popova,Undirected,1
Germaine Richier,Lyubov Popova,Undirected,1
Nell Dorr,Lyubov Popova,Undirected,1
Jane Wilson,Lyubov Popova,Undirected,1
Sonia Delaunay-Terk,Lyubov Popova,Undirected,3
Helen Frankenthaler,Lyubov Popova,Undirected,2
Charmion von Wiegand,Lyubov Popova,Undirected,1
Lee Bontecou,Lyubov Popova,Undirected,1
Sarai Sherman,Lyubov Popova,Undirected,1
Ruth Velissaratos,Lyubov Popova,Undirected,1
Chryssa,Lyubov Popova,Undirected,1
Gego (Gertrud Goldschmidt),Lyubov Popova,Undirected,1
Suzanne Hausammann,Lyubov Popova,Undirected,1
Sheila Hicks,Lyubov Popova,Undirected,1
Hortense B. Isenberg,Lyubov Popova,Undirected,1
Monika Von Boch,Lyubov Popova,Undirected,1
"Heidi Weber, Zurich",Lyubov Popova,Undirected,1
Agnes Martin,Lyubov Popova,Undirected,1
Bridget Riley,Lyubov Popova,Undirected,1
Lee Krasner,Lyubov Popova,Undirected,1
Dorothea Rockburne,Lyubov Popova,Undirected,2
Blythe Bohnen,Lyubov Popova,Undirected,1
Edda Renouf,Lyubov Popova,Undirected,1
Sonia Gechtoff,Lyubov Popova,Undirected,1
Jeanne Mammen,Lyubov Popova,Undirected,2
Mary Petty,Lyubov Popova,Undirected,1
Susan Rothenberg,Lyubov Popova,Undirected,2
Vera Ermolaeva,Lyubov Popova,Undirected,2
Olga Rozanova,Lyubov Popova,Undirected,5
Erika Giovanna Klien,Lyubov Popova,Undirected,1
Katherine Porter,Lyubov Popova,Undirected,1
Elizabeth Murray,Lyubov Popova,Undirected,1
Miriam Cahn,Lyubov Popova,Undirected,1
Mary Martin,Lyubov Popova,Undirected,1
Marlow Moss,Lyubov Popova,Undirected,1
Nadezhda Udal'tsova,Lyubov Popova,Undirected,2
Jill Moser,Lyubov Popova,Undirected,1
Marie Laurencin,Varvara Stepanova,Undirected,1
Georgia O'Keeffe,Varvara Stepanova,Undirected,1
Natalia Goncharova,Varvara Stepanova,Undirected,4
Florine Stettheimer,Varvara Stepanova,Undirected,1
Alexandra Exter,Varvara Stepanova,Undirected,3
Lyubov Popova,Varvara Stepanova,Undirected,3
Sophie Taeuber-Arp,Varvara Stepanova,Undirected,1
Gertrude Greene,Varvara Stepanova,Undirected,1
Sonia Delaunay-Terk,Varvara Stepanova,Undirected,2
Charmion von Wiegand,Varvara Stepanova,Undirected,1
Agnes Martin,Varvara Stepanova,Undirected,2
Bridget Riley,Varvara Stepanova,Undirected,1
Vera Ermolaeva,Varvara Stepanova,Undirected,1
Olga Rozanova,Varvara Stepanova,Undirected,2
Mary Martin,Varvara Stepanova,Undirected,1
Marlow Moss,Varvara Stepanova,Undirected,1
Nadezhda Udal'tsova,Varvara Stepanova,Undirected,1
Marie Laurencin,Mariette Lydis,Undirected,1
Peggy Bacon,Mariette Lydis,Undirected,1
Concetta Scaravaglione,Frances Avery,Undirected,1
Berenice Abbott,Frances Avery,Undirected,1
Georgina Klitgaard,Frances Avery,Undirected,1
Vera Baker,Frances Avery,Undirected,1
Lucienne Bloch,Frances Avery,Undirected,1
Mabel Dwight,Frances Avery,Undirected,1
Eugenie Gershoy,Frances Avery,Undirected,1
Joan Knobe,Frances Avery,Undirected,1
Loren MacIver,Frances Avery,Undirected,1
Rhoda Rich,Frances Avery,Undirected,1
Helen Rimland,Frances Avery,Undirected,1
Lena Safer,Frances Avery,Undirected,1
Imogen Cunningham,Frances Avery,Undirected,1
Claire (Claire Mahl) Moore,Frances Avery,Undirected,1
Elizabeth Olds,Frances Avery,Undirected,1
Ruth Bernhard,Frances Avery,Undirected,1
Mildred Leo Clemens,Frances Avery,Undirected,1
Marjory Collins,Frances Avery,Undirected,1
Elizabeth Harding,Frances Avery,Undirected,1
Alma R. Lavenson,Frances Avery,Undirected,1
Betty Clark Little,Frances Avery,Undirected,1
Elizabeth Timberman,Frances Avery,Undirected,1
Harriet M. Veissi,Frances Avery,Undirected,1
Concetta Scaravaglione,Vera Baker,Undirected,1
Berenice Abbott,Vera Baker,Undirected,1
Georgina Klitgaard,Vera Baker,Undirected,1
Frances Avery,Vera Baker,Undirected,1
Lucienne Bloch,Vera Baker,Undirected,1
Mabel Dwight,Vera Baker,Undirected,1
Eugenie Gershoy,Vera Baker,Undirected,1
Joan Knobe,Vera Baker,Undirected,1
Loren MacIver,Vera Baker,Undirected,1
Rhoda Rich,Vera Baker,Undirected,1
Helen Rimland,Vera Baker,Undirected,1
Lena Safer,Vera Baker,Undirected,1
Concetta Scaravaglione,Lucienne Bloch,Undirected,1
Berenice Abbott,Lucienne Bloch,Undirected,1
Georgina Klitgaard,Lucienne Bloch,Undirected,1
Frances Avery,Lucienne Bloch,Undirected,1
Vera Baker,Lucienne Bloch,Undirected,1
Mabel Dwight,Lucienne Bloch,Undirected,1
Eugenie Gershoy,Lucienne Bloch,Undirected,1
Joan Knobe,Lucienne Bloch,Undirected,1
Loren MacIver,Lucienne Bloch,Undirected,1
Rhoda Rich,Lucienne Bloch,Undirected,1
Helen Rimland,Lucienne Bloch,Undirected,1
Lena Safer,Lucienne Bloch,Undirected,1
Elizabeth Olds,Lucienne Bloch,Undirected,1
Juliet Kepes,Lucienne Bloch,Undirected,1
Dorr Bothwell,Lucienne Bloch,Undirected,1
Peggy Bacon,Mabel Dwight,Undirected,2
Concetta Scaravaglione,Mabel Dwight,Undirected,2
Georgia O'Keeffe,Mabel Dwight,Undirected,1
Anna Glenny,Mabel Dwight,Undirected,1
Berenice Abbott,Mabel Dwight,Undirected,2
Mary Cassatt,Mabel Dwight,Undirected,1
Gertrude Vanderbilt Whitney,Mabel Dwight,Undirected,1
Anne Goldthwaite,Mabel Dwight,Undirected,1
Georgina Klitgaard,Mabel Dwight,Undirected,1
Marguerite Zorach,Mabel Dwight,Undirected,1
Frances Avery,Mabel Dwight,Undirected,1
Vera Baker,Mabel Dwight,Undirected,1
Lucienne Bloch,Mabel Dwight,Undirected,1
Eugenie Gershoy,Mabel Dwight,Undirected,1
Joan Knobe,Mabel Dwight,Undirected,1
Loren MacIver,Mabel Dwight,Undirected,2
Rhoda Rich,Mabel Dwight,Undirected,1
Helen Rimland,Mabel Dwight,Undirected,1
Lena Safer,Mabel Dwight,Undirected,1
Margaret Bourke-White,Mabel Dwight,Undirected,1
Imogen Cunningham,Mabel Dwight,Undirected,1
Laureen Ford,Mabel Dwight,Undirected,1
Ada V. Gabriel,Mabel Dwight,Undirected,1
Wanda Gag,Mabel Dwight,Undirected,1
Minna R. Harkavy,Mabel Dwight,Undirected,1
Dorothea Lange,Mabel Dwight,Undirected,1
Mrs. Pare Lorentz,Mabel Dwight,Undirected,1
Doris Rosenthal,Mabel Dwight,Undirected,1
Anne Ryan,Mabel Dwight,Undirected,1
Louise Bourgeois,Mabel Dwight,Undirected,1
Dorothy Dehner,Mabel Dwight,Undirected,1
Louise Nevelson,Mabel Dwight,Undirected,1
Nancy Graves,Mabel Dwight,Undirected,1
Pat Steir,Mabel Dwight,Undirected,1
Ida Applebroog,Mabel Dwight,Undirected,1
Carolina Nitsch,Mabel Dwight,Undirected,1
